ID,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,CommunicationSkill,Behaviour,Experience,LvlGrownInOrg,ContributionIndex,TechnicalExpertise,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,FormalWarnings,ProjectsContributed,Attrition,YearsAtCompany
322,48,Travel_Rarely,715,Research & Development,1,Male,76,2,5,Research Director,4,Single,18265,8733,6,Y,No,12,3,5,1,15083,0,5005,0,3,80,0,25,3,3,Life Sciences,1,1263,4,4,0,0,0,0,9,0,1
323,40,Non-Travel,1142,Research & Development,8,Male,72,3,2,Healthcare Representative,4,Divorced,4069,8841,3,Y,Yes,18,3,4,1,17548,0,7994,1,3,80,0,8,2,2,Life Sciences,1,1552,4,3,2,2,2,0,15,0,2
324,59,Travel_Rarely,715,Research & Development,2,Female,69,2,4,Manufacturing Director,4,Single,13726,21829,3,Y,Yes,13,3,5,1,30792,0,5005,1,1,80,0,30,4,3,Life Sciences,1,1032,3,3,3,4,3,0,10,0,5
325,31,Travel_Rarely,1079,Sales,16,Male,70,3,3,Sales Executive,3,Married,8161,19002,2,Y,No,13,3,4,1,40236,5,7553,0,1,80,3,10,2,4,Marketing,1,1761,1,3,0,0,0,0,15,1,1
326,40,Travel_Rarely,329,Research & Development,1,Male,88,3,1,Laboratory Technician,2,Married,2387,6762,3,Y,No,22,4,3,1,16768,5,2303,6,3,80,1,7,3,4,Life Sciences,1,1361,2,3,2,0,3,0,3,0,4
327,37,Travel_Rarely,1470,Research & Development,10,Female,71,3,1,Research Scientist,2,Married,3936,9953,1,Y,No,11,3,4,1,7020,5,10290,3,1,80,1,8,2,3,Medical,1,1640,2,1,4,7,7,0,20,0,8
328,30,Travel_Rarely,305,Research & Development,16,Male,58,4,2,Healthcare Representative,3,Married,5294,9128,3,Y,No,16,3,4,1,12660,4,2135,0,3,80,1,10,3,3,Life Sciences,1,1763,3,3,0,1,7,0,5,0,7
329,34,Travel_Frequently,829,Research & Development,15,Male,71,3,4,Research Director,1,Divorced,17007,11929,7,Y,No,14,3,2,1,35027,4,5803,10,4,80,2,16,3,3,Medical,1,1485,2,2,8,6,9,0,11,0,14
330,35,Travel_Rarely,817,Research & Development,1,Female,60,2,2,Laboratory Technician,4,Married,5363,10846,0,Y,No,12,3,4,1,9571,2,5719,0,2,80,1,10,0,3,Medical,1,1369,4,3,7,0,0,0,13,0,9
331,31,Travel_Frequently,667,Sales,1,Female,50,1,1,Sales Representative,3,Single,1359,16154,1,Y,No,12,3,1,1,2031,5,4669,0,2,80,0,1,3,4,Life Sciences,1,1427,2,3,0,0,0,0,13,1,1
332,35,Non-Travel,1180,Research & Development,2,Male,90,3,2,Manufacturing Director,4,Divorced,5762,24442,2,Y,No,14,3,1,1,13918,6,8260,24,3,80,1,15,6,2,Medical,1,1804,2,3,7,1,7,0,13,0,7
333,43,Travel_Rarely,1001,Research & Development,7,Female,43,3,3,Healthcare Representative,1,Married,9985,9262,8,Y,No,16,3,5,1,27361,5,7007,0,1,80,1,10,1,3,Life Sciences,1,451,3,2,0,0,0,0,23,0,1
334,35,Travel_Rarely,287,Research & Development,1,Female,62,1,1,Research Scientist,4,Married,2977,8952,1,Y,No,12,3,2,1,39916,2,2009,1,4,80,1,4,5,4,Life Sciences,1,2052,3,3,3,1,1,0,4,0,4
335,46,Travel_Rarely,1319,Sales,3,Female,45,4,4,Sales Executive,1,Divorced,13225,7739,2,Y,No,12,3,4,1,38227,2,9233,45,4,80,1,25,5,3,Technical Degree,1,1863,1,3,17,2,8,0,29,0,19
336,42,Travel_Rarely,1128,Research & Development,13,Male,95,4,2,Healthcare Representative,1,Married,5538,5696,5,Y,No,18,3,3,1,42970,5,7896,0,3,80,2,10,2,3,Medical,1,1803,2,2,0,0,0,0,11,0,0
337,46,Travel_Rarely,1125,Sales,10,Female,94,2,3,Sales Executive,4,Married,9071,11563,2,Y,Yes,19,3,5,1,8694,1,7875,2,3,80,1,15,3,3,Marketing,1,580,3,3,2,1,2,0,11,0,3
338,43,Travel_Frequently,313,Research & Development,21,Male,61,3,1,Laboratory Technician,4,Married,2258,15238,7,Y,No,20,4,4,1,32013,1,2191,2,1,80,1,8,1,3,Medical,1,525,4,3,2,1,2,0,5,0,3
339,36,Travel_Rarely,329,Research & Development,2,Female,96,3,1,Research Scientist,3,Married,2543,11868,4,Y,No,13,3,5,1,43016,5,2303,1,2,80,1,6,3,3,Life Sciences,1,501,4,3,2,2,2,0,3,0,2
340,49,Travel_Rarely,1418,Research & Development,1,Female,36,3,1,Research Scientist,1,Married,3580,10554,2,Y,No,16,3,1,1,48973,1,9926,4,2,80,1,7,2,3,Technical Degree,1,887,3,3,2,0,2,0,39,0,4
341,29,Travel_Rarely,1246,Sales,19,Male,77,2,2,Sales Executive,3,Divorced,8620,23757,1,Y,No,14,3,5,1,22363,5,8722,28,3,80,2,10,3,3,Life Sciences,1,1497,3,3,7,0,4,0,16,0,10
342,32,Travel_Rarely,498,Research & Development,3,Female,93,3,2,Manufacturing Director,1,Married,6725,13554,1,Y,No,12,3,2,1,34065,2,3486,3,3,80,1,8,2,4,Medical,1,966,3,4,7,6,3,0,5,0,8
343,27,Travel_Rarely,1103,Research & Development,14,Male,42,3,1,Research Scientist,1,Married,2235,14377,1,Y,Yes,14,3,5,1,37239,5,7721,8,4,80,2,9,3,3,Life Sciences,1,1244,1,2,7,6,8,0,26,0,9
344,26,Travel_Rarely,1449,Research & Development,16,Male,45,3,1,Laboratory Technician,2,Divorced,2373,14180,2,Y,Yes,13,3,4,1,11806,3,10143,4,4,80,1,5,2,4,Medical,1,394,1,3,2,0,2,0,32,1,3
345,40,Travel_Rarely,107,Sales,10,Female,84,2,2,Sales Executive,2,Divorced,6852,11591,7,Y,No,12,3,3,1,20438,1,749,1,2,80,1,7,2,3,Technical Degree,1,1239,2,4,1,1,3,0,1,0,5
346,51,Travel_Rarely,1178,Sales,14,Female,87,3,2,Sales Executive,4,Married,4936,14862,4,Y,No,11,3,1,1,24814,0,8246,49,3,80,1,18,2,2,Life Sciences,1,500,3,2,7,0,7,0,13,0,7
347,38,Travel_Frequently,1391,Research & Development,10,Male,66,3,1,Research Scientist,3,Married,2684,12127,0,Y,No,17,3,5,1,9025,5,9737,2,2,80,1,3,0,1,Medical,1,1006,3,2,1,0,2,0,21,0,2
348,31,Travel_Frequently,534,Research & Development,20,Male,66,3,3,Healthcare Representative,3,Married,9824,22908,3,Y,No,12,3,4,1,28478,0,3738,0,1,80,0,12,2,3,Life Sciences,1,587,1,3,0,0,0,0,8,1,1
349,29,Travel_Rarely,942,Research & Development,15,Female,69,1,1,Research Scientist,4,Married,2168,26933,0,Y,Yes,18,3,5,1,8200,3,6594,6,1,80,1,6,2,1,Life Sciences,1,1202,2,2,4,1,3,0,13,0,5
350,53,Travel_Rarely,868,Sales,8,Male,73,3,4,Sales Executive,4,Married,11836,22789,5,Y,No,14,3,4,1,11098,5,6076,0,3,80,1,28,3,3,Marketing,1,897,1,3,0,2,2,0,11,0,2
351,36,Travel_Rarely,506,Research & Development,3,Male,30,3,2,Research Scientist,2,Single,4485,26285,4,Y,No,12,3,5,1,45855,3,3542,0,4,80,0,10,2,3,Technical Degree,1,397,3,3,0,7,7,0,16,0,8
352,47,Travel_Rarely,359,Research & Development,2,Female,82,3,4,Research Director,3,Married,17169,26703,3,Y,No,19,3,5,1,26631,3,2513,17,2,80,2,26,2,4,Medical,1,1443,1,4,17,5,6,0,4,0,20
353,34,Travel_Frequently,988,Human Resources,23,Female,43,3,3,Human Resources,1,Divorced,9950,11533,9,Y,Yes,15,3,4,1,27895,2,6916,4,3,80,3,11,2,3,Human Resources,1,590,2,3,2,0,2,0,22,1,3
354,41,Travel_Rarely,337,Sales,8,Female,54,3,2,Sales Executive,2,Married,4393,26841,5,Y,No,21,4,5,1,13459,2,2359,8,3,80,1,14,3,3,Marketing,1,1909,3,3,4,1,4,0,6,0,5
355,24,Travel_Frequently,535,Sales,24,Male,38,3,1,Sales Representative,4,Married,2400,5530,0,Y,No,13,3,4,1,20260,4,3745,0,3,80,2,3,3,3,Medical,1,632,4,3,2,2,1,0,14,0,2
356,36,Travel_Rarely,1157,Sales,2,Male,70,3,1,Sales Representative,4,Single,2644,17001,3,Y,Yes,21,4,4,1,6549,4,8099,2,4,80,0,7,3,4,Life Sciences,1,1556,3,2,2,1,2,0,16,0,3
357,30,Travel_Frequently,448,Sales,12,Male,74,2,1,Sales Representative,1,Married,2033,14470,1,Y,No,18,3,3,1,26711,3,3136,0,3,80,1,1,2,4,Life Sciences,1,648,2,4,0,0,0,0,6,1,1
358,23,Travel_Frequently,638,Sales,9,Male,33,3,1,Sales Representative,1,Married,1790,26956,1,Y,No,19,3,4,1,21112,2,4466,0,1,80,1,1,3,3,Marketing,1,2023,4,2,0,1,0,0,19,1,1
359,43,Travel_Rarely,982,Research & Development,12,Male,59,2,4,Research Director,2,Divorced,14336,4345,1,Y,No,11,3,1,1,25913,1,6874,22,3,80,1,25,3,3,Life Sciences,1,520,1,3,10,3,9,0,16,0,25
360,38,Travel_Frequently,1189,Research & Development,1,Male,90,3,2,Research Scientist,4,Married,4735,9867,7,Y,No,15,3,3,1,36957,3,8323,33,4,80,2,19,4,3,Life Sciences,1,1668,4,4,11,2,9,0,13,0,13
361,54,Travel_Rarely,1441,Research & Development,17,Female,56,3,3,Manufacturing Director,3,Married,10739,13943,8,Y,No,11,3,2,1,13738,2,10087,56,3,80,1,22,2,3,Technical Degree,1,1013,3,3,7,0,8,0,25,0,10
362,27,Travel_Rarely,798,Research & Development,6,Female,66,2,1,Research Scientist,3,Divorced,2187,5013,0,Y,No,12,3,4,1,26136,3,5586,9,3,80,2,6,5,4,Medical,1,655,1,2,3,0,3,0,12,0,5
363,38,Travel_Rarely,343,Research & Development,15,Male,92,2,3,Research Director,4,Divorced,11510,15682,0,Y,Yes,14,3,5,1,20758,3,2401,30,2,80,1,12,3,2,Life Sciences,1,461,3,3,10,2,9,0,3,0,11
364,34,Travel_Rarely,678,Research & Development,19,Female,35,2,1,Research Scientist,4,Married,2929,20338,1,Y,No,12,3,1,1,3119,6,4746,7,2,80,0,10,3,3,Life Sciences,1,1701,2,3,9,8,7,0,19,0,10
365,23,Travel_Rarely,1309,Research & Development,26,Male,83,3,1,Research Scientist,4,Divorced,2904,16092,1,Y,No,12,3,5,1,35057,0,9163,4,3,80,2,4,2,1,Life Sciences,1,465,3,2,2,0,2,0,15,0,4
366,47,Travel_Rarely,1176,Human Resources,26,Female,98,3,5,Manager,3,Married,19658,5220,3,Y,No,11,3,1,1,28969,1,8232,0,3,80,1,27,2,4,Life Sciences,1,1625,4,3,2,1,0,0,12,0,5
367,32,Travel_Frequently,430,Research & Development,24,Male,80,3,2,Laboratory Technician,4,Married,5309,21146,1,Y,No,15,3,1,1,17948,2,3010,11,4,80,2,10,2,4,Life Sciences,1,772,1,3,8,4,7,0,5,0,10
368,50,Travel_Rarely,1046,Research & Development,10,Male,100,2,3,Healthcare Representative,4,Single,10496,2755,6,Y,No,15,3,1,1,1033,5,7322,4,4,80,0,20,2,3,Technical Degree,1,491,4,3,3,1,3,0,10,0,4
369,45,Travel_Frequently,364,Research & Development,25,Female,83,3,5,Manager,2,Single,18061,13035,3,Y,No,22,4,4,1,7092,2,2548,0,3,80,0,22,4,3,Medical,1,1306,2,3,0,0,0,0,4,0,0
370,35,Travel_Rarely,763,Sales,15,Male,59,1,2,Sales Executive,4,Divorced,5440,22098,6,Y,Yes,14,3,3,1,16881,5,5341,1,4,80,2,7,2,2,Medical,1,1645,1,2,2,2,2,0,12,1,2
371,28,Travel_Frequently,193,Research & Development,2,Male,52,2,1,Laboratory Technician,4,Married,3867,14222,1,Y,Yes,12,3,1,1,5712,1,1351,1,2,80,1,2,2,3,Life Sciences,1,1296,4,3,2,2,2,0,3,0,2
372,49,Travel_Rarely,809,Research & Development,1,Male,36,3,4,Manager,3,Single,15379,22384,4,Y,No,14,3,3,1,25298,2,5663,0,1,80,0,23,2,3,Life Sciences,1,1677,3,3,7,0,0,0,22,0,8
373,49,Travel_Frequently,1023,Sales,2,Male,63,2,2,Sales Executive,2,Married,5390,13243,2,Y,No,14,3,5,1,16594,2,7161,48,4,80,0,17,3,3,Medical,1,2065,4,2,6,0,8,0,16,0,9
374,29,Travel_Rarely,441,Research & Development,8,Female,39,1,2,Healthcare Representative,1,Married,9715,7288,3,Y,No,13,3,4,1,36082,1,3087,49,3,80,1,9,3,1,Other,1,1544,3,3,7,0,7,0,11,0,7
375,29,Travel_Frequently,337,Research & Development,14,Female,84,3,3,Healthcare Representative,4,Single,7553,22930,0,Y,Yes,12,3,2,1,22494,3,2359,6,1,80,0,9,1,1,Other,1,1421,3,3,7,7,7,0,4,1,8
376,47,Travel_Rarely,465,Research & Development,1,Male,74,3,1,Research Scientist,4,Married,3420,,7,Y,No,12,3,4,1,33428,3,3255,5,3,80,1,17,2,3,Technical Degree,1,1438,1,2,5,1,2,0,6,0,6
377,44,Travel_Rarely,528,Human Resources,1,Female,44,3,1,Human Resources,4,Divorced,3195,4167,4,Y,Yes,18,3,2,1,44356,1,3696,1,1,80,3,8,2,3,Life Sciences,1,1683,3,3,2,2,2,0,12,0,2
378,45,Travel_Rarely,374,Sales,20,Female,50,3,2,Sales Executive,3,Single,4850,23333,8,Y,No,15,3,1,1,16081,0,2618,3,3,80,0,8,3,3,Life Sciences,1,2046,4,3,3,0,1,0,7,0,5
379,36,Travel_Rarely,928,Sales,1,Male,56,3,2,Sales Executive,4,Married,6201,2823,1,Y,Yes,14,3,4,1,3231,0,6496,30,4,80,1,18,1,2,Life Sciences,1,857,2,2,14,4,11,0,16,0,18
380,58,Travel_Rarely,605,Sales,21,Female,72,3,4,Manager,4,Married,17875,11761,4,Y,Yes,13,3,3,1,7761,1,4235,0,3,80,1,29,2,3,Life Sciences,1,1938,4,2,0,0,0,0,8,0,1
381,32,Travel_Rarely,801,Sales,1,Female,48,3,3,Sales Executive,4,Married,10422,24032,1,Y,No,19,3,4,1,28327,4,5607,11,3,80,2,14,3,4,Marketing,1,2016,3,3,10,5,7,0,16,0,14
382,40,Travel_Rarely,369,Research & Development,8,Female,92,3,2,Manufacturing Director,1,Married,6516,5041,2,Y,Yes,16,3,2,1,47016,5,2583,0,2,80,1,18,3,2,Life Sciences,1,1724,2,3,0,0,0,0,4,0,1
383,47,Travel_Frequently,217,Sales,3,Female,49,3,4,Sales Executive,3,Divorced,13770,10225,9,Y,Yes,12,3,2,1,9863,5,1519,2,4,80,2,28,2,3,Medical,1,746,4,2,2,11,13,0,4,0,22
384,28,Travel_Rarely,866,Sales,5,Male,84,3,2,Sales Executive,1,Single,8463,23490,0,Y,No,18,3,4,1,48621,2,6062,6,4,80,0,6,4,3,Medical,1,1469,4,3,4,1,3,0,10,0,5
385,36,Travel_Rarely,660,Research & Development,15,Male,81,3,2,Laboratory Technician,3,Divorced,4834,7858,7,Y,No,14,3,1,1,22772,4,4620,0,2,80,1,9,3,3,Other,1,1052,1,2,0,0,0,0,8,1,1
386,35,Travel_Rarely,737,Sales,10,Male,55,2,3,Sales Executive,1,Married,10306,21530,9,Y,No,17,3,5,1,43911,0,5159,0,3,80,0,15,3,3,Medical,1,1639,4,3,12,6,0,0,13,1,13
387,33,Travel_Rarely,1069,Research & Development,1,Female,42,2,2,Healthcare Representative,4,Single,6949,12291,0,Y,No,14,3,4,1,35470,0,7483,0,1,80,0,6,3,3,Life Sciences,1,969,2,3,0,1,4,0,25,0,5
388,46,Travel_Rarely,734,Research & Development,2,Male,46,3,5,Research Director,4,Divorced,19328,14218,7,Y,Yes,17,3,1,1,7516,3,5138,0,3,80,1,24,3,4,Medical,1,1789,3,3,1,2,2,0,15,0,2
389,40,Travel_Rarely,676,Research & Development,9,Male,86,3,1,Laboratory Technician,1,Single,2018,21831,3,Y,No,14,3,3,1,23273,2,4732,0,2,80,0,15,3,4,Life Sciences,1,1534,4,1,4,1,0,0,7,1,5
390,43,Travel_Rarely,589,Research & Development,14,Male,94,3,4,Research Director,1,Married,17159,5200,6,Y,No,24,4,1,1,16057,1,4123,0,3,80,1,22,3,2,Life Sciences,1,843,2,3,1,1,0,0,6,0,4
391,38,Travel_Rarely,345,Sales,10,Female,100,3,2,Sales Executive,4,Married,5343,5982,1,Y,No,11,3,2,1,16986,5,2415,31,3,80,1,10,1,2,Life Sciences,1,2041,1,3,7,1,9,0,3,0,10
392,29,Travel_Rarely,1176,Sales,3,Female,62,3,2,Sales Executive,3,Married,5561,3487,1,Y,No,14,3,2,1,5164,4,8232,0,1,80,1,6,5,2,Medical,1,690,2,2,0,1,2,0,18,0,6
393,37,Travel_Rarely,1372,Research & Development,1,Female,42,3,1,Research Scientist,4,Single,2115,15881,1,Y,No,12,3,1,1,17755,6,9604,14,2,80,0,17,3,3,Life Sciences,1,391,4,3,12,5,7,0,32,0,17
394,36,Non-Travel,543,Research & Development,8,Female,63,4,3,Research Director,1,Married,11713,20335,9,Y,No,14,3,1,1,39204,2,2989,35,1,80,1,10,2,3,Life Sciences,1,742,1,3,7,0,5,0,6,0,8
395,28,Travel_Rarely,950,Research & Development,3,Female,93,3,3,Manufacturing Director,2,Divorced,7655,8039,0,Y,No,17,3,1,1,27482,6,6650,24,2,80,3,10,3,3,Medical,1,1121,4,2,7,1,7,0,10,0,9
396,35,Travel_Rarely,682,Sales,18,Male,71,3,2,Sales Executive,1,Married,5561,15975,0,Y,No,16,3,1,1,39626,4,4774,12,4,80,1,6,2,4,Medical,1,1945,2,1,3,0,4,0,9,0,5
397,44,Travel_Rarely,1448,Sales,28,Female,53,4,4,Sales Executive,4,Married,13320,11737,3,Y,Yes,18,3,1,1,47313,0,10136,10,3,80,1,23,2,3,Medical,1,1039,4,3,11,11,11,0,27,0,12
398,54,Travel_Frequently,928,Research & Development,20,Female,31,3,2,Research Scientist,3,Single,4869,16885,3,Y,No,12,3,5,1,31259,4,6496,9,4,80,0,20,4,4,Life Sciences,1,450,4,2,3,0,3,0,29,0,4
399,60,Travel_Rarely,1179,Sales,16,Male,84,3,2,Sales Executive,1,Single,5405,11924,8,Y,No,14,3,4,1,25769,4,8253,1,4,80,0,10,1,4,Marketing,1,732,1,3,2,2,2,0,14,0,2
400,37,Travel_Rarely,342,Sales,16,Male,66,2,2,Sales Executive,3,Divorced,6334,24558,4,Y,No,19,3,2,1,3125,2,2394,0,4,80,2,9,2,4,Marketing,1,868,4,3,0,0,0,0,5,0,1
401,35,Non-Travel,1225,Research & Development,2,Female,61,3,2,Healthcare Representative,1,Divorced,5093,4761,2,Y,No,11,3,3,1,23838,6,8575,0,1,80,1,16,2,4,Life Sciences,1,771,4,4,0,0,0,0,20,0,1
402,30,Travel_Rarely,945,Sales,9,Male,89,3,1,Sales Representative,4,Single,1081,16019,1,Y,No,13,3,2,1,27052,6,6615,0,3,80,0,1,3,3,Medical,1,1876,2,2,0,0,0,0,10,1,1
403,32,Travel_Rarely,1018,Research & Development,3,Female,39,3,3,Research Director,4,Single,11159,19373,3,Y,No,15,3,4,1,48580,3,7126,6,4,80,0,10,6,2,Life Sciences,1,727,3,3,7,7,7,0,26,0,7
404,39,Travel_Frequently,945,Research & Development,22,Female,82,3,3,Manufacturing Director,1,Single,10880,5083,1,Y,Yes,13,3,2,1,15282,5,6615,16,3,80,0,21,2,3,Medical,1,1043,4,3,6,2,8,0,11,0,21
405,37,Travel_Rarely,1319,Research & Development,6,Male,51,4,2,Research Scientist,1,Divorced,5974,17001,4,Y,Yes,13,3,4,1,46591,6,9233,7,1,80,2,13,2,3,Medical,1,474,3,3,7,6,7,0,25,0,7
406,39,Travel_Rarely,408,Research & Development,2,Female,80,2,2,Healthcare Representative,3,Single,4553,20978,1,Y,No,11,3,1,1,16036,6,2856,5,1,80,0,20,4,4,Technical Degree,1,721,4,3,7,11,10,0,5,0,20
407,27,Travel_Rarely,1055,Research & Development,2,Female,47,3,2,Manufacturing Director,4,Married,4227,4658,0,Y,No,18,3,1,1,13837,2,7385,1,2,80,1,4,2,4,Life Sciences,1,1027,1,3,2,2,2,0,22,0,3
408,30,Travel_Rarely,317,Research & Development,2,Female,43,1,2,Manufacturing Director,4,Single,6091,24793,2,Y,No,20,4,5,1,24309,4,2219,8,3,80,0,11,2,3,Life Sciences,1,548,3,3,4,0,2,0,7,0,5
409,48,Travel_Rarely,969,Research & Development,2,Male,76,4,1,Laboratory Technician,2,Single,2559,16620,5,Y,No,11,3,5,1,35498,1,6783,0,3,80,0,7,4,2,Technical Degree,1,1258,4,2,0,0,0,0,12,0,1
410,20,Travel_Frequently,769,Sales,9,Female,54,3,1,Sales Representative,4,Single,2323,17205,1,Y,Yes,14,3,5,1,36547,1,5383,4,2,80,0,2,3,3,Marketing,1,1077,4,3,2,0,2,0,14,1,2
411,45,Travel_Rarely,252,Research & Development,2,Female,95,2,1,Research Scientist,3,Single,2274,6153,1,Y,No,14,3,2,1,48503,2,1764,0,4,80,0,1,3,3,Life Sciences,1,834,2,3,0,0,0,0,2,0,1
412,42,Travel_Frequently,1368,Research & Development,28,Female,88,2,2,Healthcare Representative,4,Married,4523,4386,0,Y,No,11,3,4,1,23608,6,9576,20,4,80,3,7,4,4,Technical Degree,1,551,4,4,5,0,4,0,15,0,6
413,46,Travel_Rarely,566,Research & Development,7,Male,75,3,3,Manufacturing Director,3,Divorced,10845,24208,6,Y,No,13,3,4,1,13502,0,3962,49,2,80,1,13,3,2,Medical,1,1007,4,3,7,0,7,0,7,0,8
414,42,Travel_Rarely,1210,Research & Development,2,Male,68,2,1,Laboratory Technician,2,Married,4841,24052,4,Y,No,14,3,2,1,26695,6,8470,0,2,80,1,4,3,3,Medical,1,1542,3,3,0,0,0,0,17,0,1
415,20,Travel_Rarely,500,Sales,2,Female,49,2,1,Sales Representative,3,Single,2044,22052,1,Y,No,13,3,2,1,39179,5,3500,4,4,80,0,2,3,3,Medical,1,922,3,2,2,0,2,0,10,1,2
416,24,Non-Travel,1269,Research & Development,4,Male,46,2,1,Laboratory Technician,4,Married,3162,10778,0,Y,No,17,3,1,1,22222,2,8883,2,4,80,0,6,2,1,Life Sciences,1,888,1,2,2,3,4,0,27,0,5
417,49,Travel_Rarely,722,Research & Development,25,Female,84,3,1,Laboratory Technician,1,Married,3211,22102,1,Y,No,14,3,2,1,49916,5,5054,12,4,80,1,10,3,4,Life Sciences,1,1617,3,2,6,1,4,0,8,0,9
418,35,Non-Travel,1212,Sales,8,Female,78,2,3,Sales Executive,4,Married,10377,13755,4,Y,Yes,11,3,3,1,32217,3,8484,4,2,80,1,16,6,2,Marketing,1,1243,3,2,2,4,12,0,15,0,13
419,48,Travel_Rarely,1355,Research & Development,4,Male,78,2,3,Healthcare Representative,3,Single,10999,22245,7,Y,No,14,3,5,1,1879,2,9485,17,2,80,0,27,3,4,Life Sciences,1,1024,3,3,11,4,8,0,17,0,15
420,58,Travel_Rarely,848,Research & Development,23,Male,88,3,1,Research Scientist,3,Divorced,2372,26076,1,Y,No,12,3,5,1,25663,3,5936,1,4,80,2,2,3,4,Life Sciences,1,1308,1,3,2,2,2,0,9,0,2
421,33,Travel_Rarely,501,Research & Development,15,Female,95,3,2,Healthcare Representative,4,Married,4878,21653,0,Y,Yes,13,3,3,1,24157,0,3507,0,1,80,1,10,6,2,Medical,1,2009,2,3,7,8,1,0,5,0,9
422,30,Non-Travel,641,Sales,25,Female,85,3,2,Sales Executive,3,Married,4736,6069,7,Y,Yes,12,3,4,1,48536,5,4487,1,2,80,1,4,2,2,Technical Degree,1,475,4,4,2,2,2,0,7,0,2
423,40,Travel_Rarely,750,Research & Development,12,Female,47,3,2,Healthcare Representative,1,Divorced,4448,10748,2,Y,No,12,3,3,1,5618,2,5250,3,2,80,1,15,3,3,Life Sciences,1,1829,2,3,4,7,7,0,15,0,7
424,30,Travel_Rarely,911,Research & Development,1,Male,76,3,1,Laboratory Technician,2,Married,3748,4077,1,Y,No,13,3,2,1,45035,1,6377,28,3,80,0,12,6,2,Medical,1,1989,4,2,8,1,7,0,11,0,12
425,32,Travel_Frequently,238,Research & Development,5,Female,47,4,1,Research Scientist,3,Single,2432,15318,3,Y,Yes,14,3,2,1,10045,0,1666,3,1,80,0,8,2,2,Life Sciences,1,1939,1,3,1,0,3,0,5,1,4
426,31,Travel_Rarely,480,Research & Development,7,Female,31,3,2,Manufacturing Director,1,Married,4306,4156,1,Y,No,12,3,2,1,23964,1,3360,30,2,80,1,13,5,2,Medical,1,524,2,1,10,3,12,0,15,0,13
427,34,Travel_Rarely,121,Research & Development,2,Female,86,2,1,Research Scientist,1,Single,4381,7530,1,Y,No,11,3,5,1,2545,6,847,7,3,80,0,6,3,4,Medical,1,804,3,3,5,1,3,0,1,0,6
428,30,Travel_Frequently,1312,Research & Development,2,Female,78,2,1,Research Scientist,1,Single,4968,26427,0,Y,No,16,3,3,1,36248,6,9184,49,4,80,0,10,2,4,Technical Degree,1,1745,4,3,7,0,7,0,16,0,9
429,43,Travel_Frequently,559,Research & Development,10,Female,82,2,2,Laboratory Technician,3,Divorced,5257,6227,1,Y,No,11,3,1,1,24932,1,3913,0,2,80,1,9,3,4,Life Sciences,1,448,3,4,7,0,0,0,6,0,9
430,55,Travel_Rarely,282,Research & Development,2,Female,58,1,5,Manager,3,Married,19187,6992,4,Y,No,14,3,3,1,1194,1,1974,9,4,80,1,23,5,2,Medical,1,1336,4,3,9,9,11,0,4,0,19
431,34,Travel_Frequently,735,Research & Development,22,Male,86,2,2,Research Scientist,4,Married,5747,26496,1,Y,Yes,15,3,4,1,9394,6,5145,15,2,80,0,16,3,4,Other,1,1932,3,3,10,6,11,0,8,0,15
432,30,Non-Travel,1116,Research & Development,2,Female,49,3,1,Laboratory Technician,4,Single,2564,7181,0,Y,No,14,3,2,1,39147,6,7812,7,3,80,0,12,2,3,Medical,1,571,3,2,7,6,7,0,22,0,11
433,29,Travel_Rarely,1107,Research & Development,28,Female,93,3,1,Research Scientist,4,Divorced,2514,26968,4,Y,No,22,4,4,1,30833,3,7749,17,1,80,1,11,1,4,Life Sciences,1,1120,3,3,5,1,7,0,11,0,7
434,32,Travel_Rarely,964,Sales,1,Male,34,1,2,Sales Executive,2,Single,6735,12147,6,Y,No,15,3,2,1,1403,1,6748,0,2,80,0,10,2,2,Life Sciences,1,1734,1,3,0,0,0,0,28,1,0
435,32,Non-Travel,1474,Sales,11,Male,60,4,2,Sales Executive,3,Married,4707,23914,8,Y,No,12,3,2,1,20237,4,10318,2,4,80,0,6,2,4,Other,1,631,4,3,2,1,2,0,24,1,4
436,28,Travel_Frequently,791,Research & Development,1,Male,44,3,1,Laboratory Technician,3,Single,2154,6842,0,Y,Yes,11,3,4,1,36287,2,5537,4,3,80,0,5,2,4,Medical,1,1286,4,2,2,0,2,0,17,0,4
437,40,Non-Travel,1094,Sales,28,Male,58,1,3,Sales Executive,1,Divorced,10932,11373,3,Y,No,15,3,2,1,25182,6,7658,0,3,80,1,20,2,3,Other,1,615,3,3,0,0,1,0,18,0,1
438,31,Travel_Rarely,154,Sales,7,Male,41,2,1,Sales Representative,3,Married,2329,11737,3,Y,No,15,3,4,1,25978,4,1078,2,2,80,0,13,2,4,Life Sciences,1,941,2,4,7,5,2,0,3,0,7
